title,url
History of shogi,https://en.wikipedia.org/?curid=19878917
Inter-universal Teichmüller theory,https://en.wikipedia.org/?curid=36968172
International Board Game Studies Association,https://en.wikipedia.org/?curid=56712839
James May's Toy Stories,https://en.wikipedia.org/?curid=24224101
Japanese name,https://en.wikipedia.org/?curid=164225
Japanese television drama,https://en.wikipedia.org/?curid=796129
John Tromp,https://en.wikipedia.org/?curid=56166714
Ketchup as a vegetable,https://en.wikipedia.org/?curid=8431117
Knights of the Lambda Calculus,https://en.wikipedia.org/?curid=17209
LB&SCR A1 class,https://en.wikipedia.org/?curid=2246060
Lazarus syndrome,https://en.wikipedia.org/?curid=19672125
Lenstra elliptic-curve factorization,https://en.wikipedia.org/?curid=154212
Lindal railway incident,https://en.wikipedia.org/?curid=39147477
List of BDSM equipment,https://en.wikipedia.org/?curid=923053
List of LB&SCR A1 class locomotives,https://en.wikipedia.org/?curid=16232354
List of abstract strategy games,https://en.wikipedia.org/?curid=20359900
List of chess variants,https://en.wikipedia.org/?curid=48556
List of curves,https://en.wikipedia.org/?curid=468884
List of custom Android distributions,https://en.wikipedia.org/?curid=40178668
List of two-dimensional geometric shapes,https://en.wikipedia.org/?curid=169823
List of unsolved problems in economics,https://en.wikipedia.org/?curid=4122187
List of well-known unsolved problems in economics,https://en.wikipedia.org/?curid=-1
List of wheel-well stowaway flights,https://en.wikipedia.org/?curid=68556423
Ludeme,https://en.wikipedia.org/?curid=69254884
Magical motto,https://en.wikipedia.org/?curid=6260285
Merinthophobia,https://en.wikipedia.org/?curid=59643578
Metaprogramming,https://en.wikipedia.org/?curid=393460
Minichess,https://en.wikipedia.org/?curid=8552988
Missing in action,https://en.wikipedia.org/?curid=601205
Moina Mathers,https://en.wikipedia.org/?curid=12843939
Monte Carlo tree search,https://en.wikipedia.org/?curid=40528449
Nancy Drew,https://en.wikipedia.org/?curid=54832
Neon Genesis Evangelion,https://en.wikipedia.org/?curid=21711
New York Philharmonic concert of April 6, 1962,https://en.wikipedia.org/?curid=15368460
NumWorks,https://en.wikipedia.org/?curid=60057488
Open Source Order of the Golden Dawn,https://en.wikipedia.org/?curid=5383973
Outline of BDSM,https://en.wikipedia.org/?curid=692035
Peacenotwar,https://en.wikipedia.org/?curid=70341717
Perplexus,https://en.wikipedia.org/?curid=3050985
Phosphene,https://en.wikipedia.org/?curid=757288
Planarity,https://en.wikipedia.org/?curid=13508240
PlayStation Portable homebrew,https://en.wikipedia.org/?curid=2322546
Pretty-printing,https://en.wikipedia.org/?curid=334552
Prettyprint,https://en.wikipedia.org/?curid=79396113
Progressive web app,https://en.wikipedia.org/?curid=49296743
Progressive web application,https://en.wikipedia.org/?curid=56860977
RPL character set,https://en.wikipedia.org/?curid=51221648
Red Desert (Wyoming),https://en.wikipedia.org/?curid=12197079
Rithmomachia,https://en.wikipedia.org/?curid=253862
Rope bondage,https://en.wikipedia.org/?curid=5730827
Royal Game of Ur,https://en.wikipedia.org/?curid=1001141
Rubber and PVC fetishism,https://en.wikipedia.org/?curid=153886
Satin,https://en.wikipedia.org/?curid=332638
Self-bondage,https://en.wikipedia.org/?curid=262761
Sexual fetishism,https://en.wikipedia.org/?curid=156115
Shannon number,https://en.wikipedia.org/?curid=4561248
Sitemaps,https://en.wikipedia.org/?curid=2831978
Skin-tight garment,https://en.wikipedia.org/?curid=153857
Sodor (fictional island),https://en.wikipedia.org/?curid=2053050
Solved game,https://en.wikipedia.org/?curid=63763
Solving chess,https://en.wikipedia.org/?curid=26811956
Spandex,https://en.wikipedia.org/?curid=153882
Spandex fetishism,https://en.wikipedia.org/?curid=153875
Spider trap,https://en.wikipedia.org/?curid=3292163
Suspension bondage,https://en.wikipedia.org/?curid=884884
Switched-On Bach,https://en.wikipedia.org/?curid=515246
TIGCC,https://en.wikipedia.org/?curid=-1
TV Tropes,https://en.wikipedia.org/?curid=22834191
Tables game,https://en.wikipedia.org/?curid=80000
Tack piano,https://en.wikipedia.org/?curid=1686409
Tafl games,https://en.wikipedia.org/?curid=197115
Taikyoku shogi,https://en.wikipedia.org/?curid=2603017
Texas Instruments signing key controversy,https://en.wikipedia.org/?curid=24426094
The Selected Works of T. S. Spivet,https://en.wikipedia.org/?curid=23569537
Thelema,https://en.wikipedia.org/?curid=30356
Themes of Neon Genesis Evangelion,https://en.wikipedia.org/?curid=40199352
Thou shalt not commit adultery,https://en.wikipedia.org/?curid=23892113
Thumbcuffs,https://en.wikipedia.org/?curid=207059
Trope (literature),https://en.wikipedia.org/?curid=8376406
Urban exploration,https://en.wikipedia.org/?curid=32100
Vacuous truth,https://en.wikipedia.org/?curid=51672
Velvet,https://en.wikipedia.org/?curid=140886
Vortex (iPod game),https://en.wikipedia.org/?curid=19466351
Web archiving,https://en.wikipedia.org/?curid=6014932
Web crawler,https://en.wikipedia.org/?curid=33120
Wheel-well stowaway,https://en.wikipedia.org/?curid=42549389
Women in refrigerators,https://en.wikipedia.org/?curid=38491076
Zero-suppressed decision diagram,https://en.wikipedia.org/?curid=4057707
Zillions of Games,https://en.wikipedia.org/?curid=18935022
User:H.G.Muller,https://en.wikipedia.org/?curid=43144992
User:Stepney-I.C.I.,https://en.wikipedia.org/?curid=59939954
Wikipedia:Unusual articles,https://en.wikipedia.org/?curid=154126
File:Aleister Crowley's May Morn.jpg,https://en.wikipedia.org/?curid=-1
File:Cassandra Cain 2024.jpg,https://en.wikipedia.org/?curid=77951445
File:Unidentified kidnapping victims 1989.jpg,https://en.wikipedia.org/?curid=43958645
Template:BDSM,https://en.wikipedia.org/?curid=9841579
Template:Chess piece,https://en.wikipedia.org/?curid=17377942
Template:Chess variants,https://en.wikipedia.org/?curid=53921880
Template:Sexual fetishism,https://en.wikipedia.org/?curid=14192462
Template:TI-calc,https://en.wikipedia.org/?curid=1783287
Category:Chess variants,https://en.wikipedia.org/?curid=699930
Category:Computer chess,https://en.wikipedia.org/?curid=691720
Category:Fetish clothing,https://en.wikipedia.org/?curid=1068880
Category:Game artificial intelligence,https://en.wikipedia.org/?curid=5765514
Category:Games related to chaturanga,https://en.wikipedia.org/?curid=61004779
Category:Shades of color,https://en.wikipedia.org/?curid=5679444
Category:Shades of color templates,https://en.wikipedia.org/?curid=23528364
Category:Solved games,https://en.wikipedia.org/?curid=54606998
Category:Urban exploration,https://en.wikipedia.org/?curid=2125001
Category:Web archiving,https://en.wikipedia.org/?curid=48753922
